V1,V2
28.701090548579,8343.67861863847
17.960050998725,7234.74883127922
27.9498018494055,4218.10832232497
27.7934020618557,6984.83546391753
24.7994976021923,6828.6099566111
25.9891453906131,4755.69515364623
23.1625,4874.44364035088
21.9892709766162,5629.28253094911
30.4111470113086,3545.31922455574
27.1793819410913,2493.2484307098
34.1878883879615,5419.98330693311
23.9854775646993,3710.25097747161
45.4368168352232,1827.08611707018
28.2256320559707,3896.52997296868
32.6022641509434,6332.19849056604
33.4386536373507,5715.87785016287
43.076005659996,3368.52082069941
45.6733134328358,8515.83832835821
41.3164758730619,1686.97029416027
39.3224609375,249.9759765625
49.4247617302053,6080.37994868035
58.1979041401821,4936.97697990036
51.8185676392573,3460.12378426172
57.7689801699717,5302.14121813031
62.9997877308427,1570.73901507111
43.6134003893576,1356.07673588579
44.4990269218294,2943.97640285436
63.777604734465,7654.38171624358
55.7672356091031,2548.81141231593
66.926618206992,1500.04465212876
54.7161417322835,1977.77411417323
70.7471167707833,5555.92948101874
62.8003422703936,4684.86784559802
58.0799462546187,2111.08879184862
84.4114871794872,3723.22441025641
84.5910118001506,3668.28144614612
88.6074030028244,5684.28749814182
69.57392004293,300.973705393078
81.0633211678832,6859.11678832117
85.2223800056802,1277.24155069583
75.2385912698413,3876.04166666667
82.4989198119202,4610.3696784852
80.9440488301119,4840.74436855108
100.371833534379,260.696019300362
91.9350742692861,3964.36212266411
85.5471866626972,3634.91247395058
98.5054797856795,6203.81320019484
98.8173853524983,7824.38740588638
106.972106679716,3251.60619035968
101.774586076202,3510.94873329344
108.838595872288,5004.11651084847
112.636225266362,2587.55403348554
104.26161988035,3600.64933271974
119.667851913826,3869.43003555741
116.970472750118,2015.47023716036
110.124374123773,7452.15641898658
113.069196695798,7568.71219920986
124.412119384986,2897.65742136469
125.409065155807,4677.13559962229
100.793731635651,2207.1860920666
115.442164179104,3134.56537962362
119.622879908936,4155.7484348321
134.316482639351,1343.62897432486
125.55447974908,3422.50852311469
124.600637280935,7257.91662241105
132.436417984805,2420.02740067256
130.963576932057,3799.14475834695
144.285455954534,4889.28506845776
137.446180876641,5977.01155909007
141.038834951456,218.499152411774
142.56929714183,7116.81197195758
140.352096208452,7883.08318022382
153.018240205523,6383.33718689788
147.794823867721,6676.64284687275
147.627508126892,4345.48133617307
151.873066477742,8388.57397567599
151.900854108957,560.555170821791
157.101791639018,2544.82932979429
150.546996124031,7718.13759689923
159.170603414053,884.204049225883
170.011836992862,2998.52661064426
164.063308023805,1607.87820644367
172.002069857697,8254.1490297542
181.667563930013,3749.46231493943
171.954781631793,5725.72644291532
184.937552139197,1942.41747109999
175.726683471372,5092.75033009243
183.305872126714,3338.62246474792
191.484373344634,4492.01123000318
190.204942063381,295.998464330588
189.018498293515,1464.17290102389
184.740871405892,4409.6618451226
191.284696073158,3457.98708983324
192.541979636121,3695.42079786346
195.145380434783,7456.17860671937
191.984051036683,7050.96743753323
197.372346474602,4589.77018574678
196.879380915835,7572.93821949348
202.79502171734,1854.80504510525
197.613018279091,8212.46299598752
202.018790006195,3803.50815610159
203.83483935743,7887.32295850067
216.127983324648,2538.95831162064
203.799707273137,3976.75140734069
202.594782813975,5505.37488196412
204.826421800948,2308.29857819905
205.251994139671,7353.60491616474
206.336687408977,3077.36369654442
210.578221356702,3875.21794871795
210.975865397876,5407.67135567508
212.681571064019,8085.40208587596
221.608108108108,6179.86683046683
209.332489878543,190.652834008097
221.549285176825,5170.83734637572
226.642817153734,3157.29078490651
219.107560815253,7967.82327416174
235.141974378297,1233.43293142427
237.939107560405,2775.8314497272
249.707059961315,3264.19032882012
238.637101811368,144.944097439101
243.213182004649,5697.39805825243
256.976599634369,3929.9155393053
258.276283009467,4415.63340807175
251.195820306072,3615.08672042126
260.299126637555,8319.59000485201
249.332932072227,1355.66698194325
256.156954887218,8180.61951754386
257.97209962169,8414.94546027743
263.653470126735,3456.95425467713
257.385328836425,5010.60771500843
270.542779126214,198.834041262136
268.650086655113,7363.06967071057
270.131578947368,1757.29792192659
274.419773664357,2121.84875866304
283.552836954229,3809.93724952542
267.999178757186,2681.65799799252
273.488903479974,1087.32133946159
284.437616121195,1836.91596398456
274.598813696414,1923.11566459962
273.402050530941,5383.81545221531
281.564096842575,366.253263416267
283.887182044888,2911.28418952618
279.586035372144,3664.76934414149
284.05120527025,6726.26231471777
298.122101374923,3001.64980504823
296.375623130608,133.503240279163
297.620851936768,8044.15964764088
307.591400553181,2002.13226049786
306.11974290904,3080.31759116948
304.477250489237,2278.85359589041
293.590997409326,2514.74044689119
307.242998072344,7459.53577503118
314.325145963358,1429.65492248842
311.184521826058,4756.31122959014
311.52914507772,3364.54831606218
316.047544723256,2436.33545443631
317.671278712245,4299.37086272382
312.149582125192,3724.23042810848
316.876892491207,5462.06667686191
319.685843568197,5531.47963800905
317.261425771175,5904.88888888889
326.773017662533,8146.13253162971
339.752336448598,2637.62651869159
332.493403118526,4461.5361465489
330.524294982126,6665.6882033629
338.684820978316,7261.55219364599
332.735391566265,7554.42198795181
359.63932426091,7673.93974659784
343.812004801921,106.725090036014
347.215425226673,3462.31493171124
345.447963800905,4959.4511578387
344.4375,2553.0932112069
401.367475339909,3167.19493468408
349.678312739668,8525.06731998296
355.410500779761,5253.6052677179
357.094455280022,6893.42184452494
365.432551150156,5337.32123453936
375.683836858006,3746.5416918429
369.149394744612,8471.18718630056
366.380044345898,3638.23381374723
359.633909781316,4666.02772440296
372.157066630182,5057.44711998905
368.933515358362,6314.4
383.741189256327,8327.18071727993
380.317537126648,7489.85516435842
387.513298734998,2492.55124878365
383.154670599803,3339.14798426745
382.852221960969,2881.58017869739
390.767194780988,1663.95983224604
400.49024750041,2586.81707916735
386.336403371839,316.401966906026
382.239030876053,4397.85359728173
395.027967549103,6163.63428693424
391.454584868849,6219.89442878821
403.036189869385,4850.84727620261
399.278657968313,6595.51211556384
403.209825589136,7229.1282119558
394.032643957826,103.369221411192
403.343680709534,6952.99863551083
402.581920903955,1415.04371805219
400.690473379766,4247.59544327706
418.19190728737,259.885091337655
422.197423064636,1321.47162176552
426.176389436342,6278.78971225857
421.536205648081,3970.56275645667
427.042119972053,4735.52909472003
434.926109857035,4378.72791572611
430.62461271533,3442.73776180444
418.666756465517,7067.53650323276
435.233691603703,1979.14940938597
428.426778242678,3816.41480706648
427.472526501767,4118.83851590106
426.128471747161,3592.99302230127
443.526978909888,128.505614900027
434.304432388167,4575.17187020166
437.393167607137,6111.23974378527
433.835454974069,998.565613704228
427.447486535009,7580.84313285458
445.204301075269,8223.47140762463
431.495443460403,4496.60544217687
446.168663946966,7412.73215196328
456.975618811881,918.960396039604
455.371258334516,3692.88977159881
458.226274258904,7777.83226700789
458.401900132567,4291.57003977022
461.748275862069,5809.8526645768
449.491627420199,7637.6378859236
469.6488183161,77.8519202363368
470.829358293583,2908.41706417064
486.813272608979,2149.50422901757
475.107452557497,5176.44024129697
482.562936805709,5481.3946148753
484.24155597723,6934.08311195446
483.704593145255,5985.64187456284
477.854536064727,7176.1647443622
492.485966057441,7594.59399477807
492.410912317019,3596.19961555523
489.079771120835,4197.31268933019
491.68885400314,1211.63029827316
494.241592920354,6995.45634218289
476.090305444887,3285.56324701195
498.669709989259,2373.97565341926
499.68402039949,263.190182745431
510.063492063492,2244.41921470343
